HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,GroupSize,CabinDeck,CabinNum,CabinSide,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,Surname,AgeBins,GroupBins,GroupSizeBins,CabinNumBins,log_RoomServiceBins,log_FoodCourtBins,log_ShoppingMallBins,log_SpaBins,log_VRDeckBins
Mars,False,TRAPPIST-1e,32.0,False,False,5408.0,2,D,174.0,P,7.485491608030754,0.0,6.484635235635252,6.364750756851911,0.0,Gene,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,16.0,False,False,5408.0,2,D,174.0,P,7.6577552711348655,0.0,5.860786223465865,0.0,6.804614520062624,Gene,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,33.0,False,False,5410.0,1,D,163.0,S,6.618738983517219,4.875197323201151,6.954638864880987,6.129050210060545,0.0,Frasp,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,38.0,False,False,5411.0,1,B,206.0,S,3.044522437723423,8.284251797621916,5.0369526024136295,5.638354669333745,7.423568444259167,Scoudelle,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,23.0,False,True,5412.0,1,G,870.0,P,0.0,6.693323668269949,0.0,1.0986122886681098,0.0,Patthews,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,16.0,False,True,5413.0,1,G,871.0,P,1.3862943611198906,6.39024066706535,0.0,2.302585092994046,5.7745515455444085,Boyerson,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,16.0,False,False,5414.0,5,G,872.0,P,6.1779441140506,0.0,5.117993812416755,0.0,4.812184355372417,Buckentry,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,11.0,False,False,5414.0,5,G,872.0,P,0.0,0.0,0.0,0.0,0.0,Buckentry,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,22.0,False,False,5414.0,5,F,1112.0,P,0.0,6.715383386334681,0.0,0.0,6.021023349349527,Buckentry,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,43.0,False,False,5414.0,5,F,1112.0,P,0.0,0.0,0.0,0.0,7.3427791893318455,Buckentry,"(42.0, 79.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,20.0,False,True,5414.0,5,G,872.0,P,0.0,0.0,0.0,0.0,0.0,Buckentry,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,22.0,False,False,5415.0,1,F,1113.0,P,0.0,6.617402977974478,2.1972245773362196,0.0,5.752572638825633,Hartz,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,0.0,False,True,5416.0,4,F,1114.0,P,0.0,0.0,0.0,0.0,0.0,Saf,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,30.0,False,False,5416.0,4,E,340.0,P,4.9344739331306915,0.0,5.342334251964811,6.859614903654202,0.0,Saf,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,18.0,False,True,5416.0,4,F,1114.0,P,0.0,0.0,0.0,0.0,0.0,Saf,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,55 Cancri e,0.0,False,True,5416.0,4,F,1114.0,P,0.0,0.0,1.7807780839882703,0.0,0.0,Saf,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,41.0,False,False,5418.0,1,E,349.0,S,5.10594547390058,0.0,7.017506142941256,0.6931471805599453,2.9444389791664403,Burta,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,39.0,False,True,5420.0,1,F,1036.0,S,0.0,6.721425700790643,0.0,0.6931471805599453,0.0,Merrelliss,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,37.0,False,False,5421.0,1,G,873.0,S,5.966146739123692,0.0,0.6931471805599453,8.122668023346407,1.3862943611198906,Steinardson,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,26.0,False,True,5422.0,1,D,164.0,S,0.0,0.0,0.0,0.0,0.0,Sperap,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,49.0,False,False,5423.0,2,F,1116.0,P,6.315358001522335,0.0,2.0794415416798357,0.0,5.214935757608986,Prine,"(42.0, 79.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,28.0,False,True,5423.0,2,E,341.0,P,4.962844630259907,0.0,7.538494999413465,4.143134726391533,0.0,Prine,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,PSO J318.5-22,13.0,False,False,5424.0,2,F,1117.0,P,5.883322388488279,4.189654742026425,6.396929655216146,6.517671272912275,0.0,Dal,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,64.0,False,False,5424.0,2,E,342.0,P,6.152732694704104,6.55250788703459,1.0986122886681098,0.6931471805599453,0.0,Dal,"(42.0, 79.0]","(3350.0, 7500.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,24.0,False,False,5425.0,1,F,1037.0,S,0.6931471805599453,0.0,2.4849066497880004,0.0,6.5998704992128365,Leonzaley,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,18.0,False,True,5427.0,3,F,1118.0,P,0.0,0.0,0.0,0.0,0.0,Stie,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,18.0,False,False,5427.0,3,F,1118.0,P,8.148734808937169,0.0,5.37989735354046,0.0,0.0,Blane,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,25.0,False,False,5427.0,3,F,1118.0,P,6.855408798609928,0.0,0.6931471805599453,5.14166355650266,0.0,Stie,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,19.0,False,False,5430.0,1,G,873.0,P,0.0,0.0,0.0,0.0,0.0,Colomonson,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,33.0,False,True,5431.0,1,E,350.0,S,1.0986122886681098,0.0,0.0,0.0,6.580639137284949,Wheelez,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,43.0,False,True,5434.0,1,G,874.0,P,0.0,0.0,0.0,0.0,0.0,Garnes,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,50.0,False,False,5435.0,1,F,1121.0,P,6.741700694652055,0.0,5.638354669333745,5.638354669333745,0.0,Blane,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,30.0,False,False,5436.0,1,G,879.1624759950644,S,0.0,0.0,0.0,1.0986122886681098,6.71901315438526,Gilleranks,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,44.0,False,True,5437.0,1,F,1123.0,P,7.145196134997171,2.9444389791664403,0.0,1.3862943611198906,0.0,Soun,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,52.0,False,False,5438.0,1,G,875.0,P,0.0,0.0,0.0,0.0,0.0,Puckley,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,7.0,False,True,5440.0,3,G,875.0,S,0.0,0.0,0.0,0.0,0.0,Beckeey,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,30.0,False,False,5440.0,3,F,1041.0,S,0.0,4.0943445622221,2.9444389791664403,6.461468176353717,0.0,Beckeey,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,27.0,False,False,5440.0,3,F,1041.0,S,7.01211529430638,0.0,0.0,0.0,0.0,Beckeey,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,24.0,False,True,5441.0,1,B,207.0,S,0.0,0.0,0.0,0.0,0.0,Spoilling,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,13.0,False,False,5443.0,1,F,1124.0,P,1.6094379124341003,4.605170185988092,0.6931471805599453,0.0,6.39024066706535,Hickley,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,61.0,False,False,5445.0,1,F,1125.0,P,0.0,3.9889840465642745,6.70196036600254,1.3862943611198906,0.0,Alfordonard,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,32.0,False,True,5446.0,1,G,876.0,P,0.0,0.0,0.0,0.0,0.0,Bucknersony,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,55 Cancri e,17.0,False,True,5447.0,2,F,1126.0,P,0.0,0.0,0.0,0.0,0.0,Dutty,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,36.0,False,True,5447.0,2,F,1126.0,P,0.0,0.0,0.0,0.0,0.0,Coune,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,16.0,False,True,5450.0,1,G,877.0,P,0.0,0.0,0.0,0.0,0.0,Keithunts,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,21.0,False,True,5451.0,1,F,1127.0,P,0.0,6.548219102762372,0.0,0.0,0.0,Rodger,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,24.0,False,True,5452.0,1,C,212.0,S,0.0,0.0,0.0,0.0,0.0,Mander,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,28.0,False,False,5453.0,1,F,1044.0,S,0.0,2.302585092994046,0.0,7.016609683894219,1.791759469228055,Gallencis,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,43.0,False,False,5454.0,1,E,343.0,P,6.744059186311348,7.311886164077165,1.0986122886681098,0.0,0.0,Krake,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,55 Cancri e,13.0,False,False,5455.0,1,E,344.0,P,9.202409001649903,0.0,5.198497031265826,4.875197323201151,6.349138991379798,Nate,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,39.0,False,False,5457.0,1,F,1129.0,P,0.0,0.6931471805599453,0.0,6.606650186198215,0.0,Horners,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,24.0,False,False,5458.0,1,E,351.0,S,0.0,0.0,6.8885724595653635,2.0794415416798357,0.0,Diazarez,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,38.0,False,False,5459.0,1,C,213.0,S,0.0,5.8522024797744745,0.0,7.343426229147367,7.690743163541872,Stoile,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,20.0,False,False,5462.0,1,F,1131.0,P,6.194405391104672,4.844187086458591,6.498282149476434,5.3706380281276624,0.0,Part,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,21.0,False,True,5463.0,1,F,1045.0,S,6.586171654854675,0.0,0.0,0.0,0.0,Balderts,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,27.0,False,False,5465.0,3,F,1132.0,P,0.6931471805599453,0.6931471805599453,7.69484807238461,5.921578419643816,0.0,Chité,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,49.0,False,False,5465.0,3,F,1132.0,P,5.424950017481403,2.4849066497880004,1.0986122886681098,7.365812837209472,0.0,Chité,"(42.0, 79.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,6.0,False,True,5465.0,3,F,1132.0,P,0.0,0.0,0.0,0.0,0.0,Chité,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,41.0,False,True,5466.0,5,B,185.0,P,0.0,0.0,0.0,0.0,0.0,Matoltuble,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,33.0,True,False,5466.0,5,B,185.0,P,0.0,7.295735072749282,6.993932975223189,8.648396877031582,7.2909747781429814,Boltund,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,6.0,False,True,5466.0,5,B,185.0,P,0.0,0.0,0.0,0.0,0.0,Boltund,"(-0.001, 17.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,35.0,False,False,5466.0,5,B,185.0,P,0.0,8.437933510430605,0.0,5.783825182329737,9.397815294010933,Boltund,"(17.0, 42.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,46.0,False,False,5466.0,5,B,185.0,P,0.0,8.417372856134026,1.7484832438057973,5.497168225293202,8.952993499320474,Matoltuble,"(42.0, 79.0]","(3350.0, 7500.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,31.0,False,False,5467.0,1,F,1046.0,S,7.902487437162855,3.091042453358316,0.0,0.0,0.6931471805599453,Garden,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,32.0,False,True,5468.0,1,B,208.0,S,0.0,0.0,0.0,0.0,0.0,Unprive,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,31.0,False,True,5469.0,1,A,50.0,P,0.0,0.0,0.0,0.0,0.0,Subateful,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,20.0,False,False,5470.0,1,G,878.0,P,0.0,0.0,0.0,0.0,0.0,Vales,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,57.0,False,False,5471.0,1,G,877.0,S,6.530877627725885,0.0,0.0,0.0,0.0,Loway,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,37.0,False,True,5472.0,1,F,1047.0,S,0.0,0.0,6.327936783729195,2.4849066497880004,0.0,Andley,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,21.0,False,True,5474.0,1,G,885.3396371837669,S,0.0,0.0,0.0,0.0,0.0,Strony,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,43.0,False,False,5475.0,1,F,1134.0,P,0.0,0.0,0.6931471805599453,0.0,0.0,Lowelliott,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,49.0,False,True,5476.0,1,G,879.0,S,6.928537818164665,0.0,1.0986122886681098,1.0986122886681098,0.0,Moodsey,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,17.0,False,True,5477.0,1,G,880.0,S,0.0,5.017279836814924,5.117993812416755,6.3473892096560105,0.0,Baxterson,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,29.0,False,False,5478.0,1,F,1048.0,S,6.251903883165888,0.0,2.3978952727983707,7.1276936993473985,0.0,Prity,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,55 Cancri e,36.0,False,True,5479.0,1,G,881.0,S,0.0,0.0,0.0,0.0,0.0,Romason,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,37.0,False,False,5480.0,1,G,886.3149784240883,S,3.4657359027997265,9.138629524422182,0.0,6.807934943699926,9.324918276683619,Ellcefulve,"(17.0, 42.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,17.0,False,False,5483.0,1,F,1135.0,P,1.0986122886681098,0.0,0.0,0.0,6.525029657843462,Waltonnedy,"(-0.001, 17.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,55 Cancri e,45.0,False,True,5484.0,1,F,1050.0,S,0.0,0.0,0.0,0.0,0.0,Monie,"(42.0, 79.0]","(3350.0, 7500.0]","(0, 1]","(700.0, 1175.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
